id,historical_games,next_game
4726,95 169 32 38 1438 979 162 4386 46 158 274 316 369 104 17 659 816 600 1055 4068 2927 947 272,8
4734,7 9 13 10 16 451 53 8 5 19 24 1879 422 286 134 165,36
4736,7 9 27 13 10 108 61,106
4738,336 19 101 283 598 4609 11 1142 3840 435,1
4740,7 9 13 10 61 118 108 49 106 401 818,524
4745,2 192 91 253 18,18
4755,43 824 927 142 1393 285,15
4756,384 44 37 60 69,78
4763,7 9 27 13 10,173
4779,2697 250 2440 169 3515 1217 13 10,9
4780,185 6 6 1 3 28 72 460 134 227 7092 23 34 74,21
4781,5813 190 427 394 4695 55 62 3807 105 1264 338 42 44 38 94 16 120 116 98 1 227 475 1586 4920,176
4782,546 143 658 91 17,87
4783,19 2713 165 2603 248 247 1516 7268 328 1483 3939 5243 261 932,15
4788,89 965 4156 1627 38 500,50
4792,363 119 165 39 962,77
4804,415 1706 65 104 5595,45
4808,5 20 2540 556 168 190,70
4817,11 24 1 16 957 1206,5
4818,19 221 2411 60 6 6,81
4824,1 131 25 25 138 7806 4 106 79 118 2396 26 61,436
4830,100 200 935 12 433 6184,113
4836,1664 40 4682 349 5,82
4839,60 19 74 111 49 120 1338 67 634 255,853
4840,1 19 556 20 16,74
4842,32 18 18 244 17 185 73 522,35
4844,21 46 74 1021 425 631 98 352 229 428,232
4845,21 42 12 77 1279 1397 11 671 1540 223 108 100 3125 465 1 460 444 6097 6464 5959,125
4849,174 3 137 12 1358 78,81
4863,111 1807 1851 4 5412 367 1841 205 3 2174 210 861 15 881,255
4866,2136 733 1870 1811 231 303 3141 4 8 492,108
4877,7730 73 172 6 6 8,175
4884,1 28 2380 508 221,232
4885,1065 5 30 746 1665 5133 4 286 136 79 1088 18 18,311
4887,11 84 1496 2839 2 3 1448 26 115,1
4889,497 375 29 249 1477 459 1767,545
4890,1 110 110 2300 540 349 42 200 2 5774,19
4895,81 4 36 161 91 25 25 56 1396 549 171 30 12 92 92 271 63 808 1663,44
4896,7 9 114 10 94 881 194 194 1295 772 6,6
4897,1 4 161 39 21,962
4898,294 483 115 1169 217 34 622 8 38 446 1685,311
4899,9 13 10 1469 138 3169 1038 3085 57 4 96,21
4901,1077 235 3288 1515 807 3809 846 2313 56 149 890 7064 365 3534 2212,33
4906,43 4462 14 14 218 5908 2745 4243 617 925 182 6035 30 4546 669 272 759 40 1731 5358 1094 800 5568 386 50,23
4909,568 16 88 88 2 1 134 1511,12
4913,105 643 3372 17 35 57 70 231 357 1087 2786 1114 282 189 2637 249 65 1339 169 383 1472 431 191 375 133 1360,41
4914,741 503 2409 1195 3668 2353,107
4916,9 13 7 10 2,199
4917,883 3961 439 46 24 394 2309 2180 3393 4150 4648 5051 1061 1234 2521 4429 1795 367 64 346 775 35 1188 2001,118
4919,17 156 52 536 85,5
4923,127 58 159 791 1808 4770 699 65 1486 142 76 23 74,15
4926,1105 1 2454 983 327 2483 1309 2489 4172 5593 1400 25 25 3822 2697 541 1069 1008 5561 337 4963 147 1166 40,15
4927,53 77 12 532 3,81
4930,1384 191 681 157 66,160
4944,3 353 69 1042 119 111 79 120 890 123 41 1414 106,108
4945,42 44 729 22 363 2 223 559,61
4946,131 1688 3075 1498 2539 1500 65 750,3
4948,119 170 32 52 2384 425 8 56 98 100 395,106
4951,170 23 467 378 1028 684 6 6 800 4689 716 202 450 2412 236 448 3141,156
4954,24 1 60 423 61 108,49
4962,7 9 27 13 10,2
4969,660 36 4 228 16 3 2 1 2299 40 987 369 225 223 543 2584 100,79
4970,90 8 240 155 34 483,63
4971,47 110 110 1910 876 1585 23 471 6210 1187 328 534 15 3834 2703 425 12 3201 57 732 176 1480 291 1370 237 104 1913,4
4975,462 38 8 191 67 887 98,47
4977,536 817 202 35 602 375 206 1790 3628 6 6,70
4980,102 7061 803 3899 3538 129,300
4981,294 149 167 219 274 4 226 200 518,84
4982,7 27 13 10 65 87 35 5444,117
4984,329 670 137 4 41 53 5902 6349 179 2757 115 33 13 10 9,5
4985,1863 44 334 6 6,39
4987,246 2879 493 2638 423 2549 99,83
4995,3 314 935 4 131 63 1940 21 146 279 48 244 11 388,210
5002,20 8 5 28 6 6 36 1376 66 546 774 3408 733 261 592 947 236 1067 1635 950 288 311 639 184 49,363
5005,773 999 3625 875 713,245
5006,1 490 775 25 25 15 29 407 943,147
5009,323 1344 4123 3 8 772 854 1428 64 4392 543 339 2317 190 228 2585 78 583,63
5010,93 255 2979 660 21 15 26 179 382 144 3428 4 5 176 4304 220 432 415 1800 4530 223 1854 263 2587,136
5012,7 7090 46 11 77 1707,169
5014,140 101 107 2072 608 1106,236
5016,7 9 27 13 10 29 89 3243 2082 93 125 342,8
5017,221 13 6248 5 4,11
5028,115 157 372 262 43 4569 1128,177
5029,210 26 115 4 116 42 138 53 191 2 25 25 128 1174,120
5031,57 17 6 6 421,52
5034,5478 26 441 105 1419 63 147,11
5035,62 15 3 254 2373 1227 662 229 78 2803 5846 689 1292 2270 5486 277 3957 2264 533 4243 2844 1187 230 407,267
5036,2 194 194 2885 79,32
5038,5646 1720 29 16 1 163 112 6446 5815 3921,143
5042,12 994 221 369 56 49 377 5,126
5046,5728 21 2730 3519 329 5225 474 3382 116 528 1480 753 65 6406 3843 569 411,26
5050,424 1474 1283 466 4014 25 25 206 14 14 1790 78 72 76 183 643 1152 319 1272,73
5051,37 870 95 417 1061 1527 260 245 17,181
5055,23 182 18 18 64 286 218,258
5058,72 113 3048 59 1293 274,935
5059,2 16 1 1423 488 579,281
5063,134 1120 245 55 97 424 56 105 361 15 462 43 5 364 420 695 2045,365
5064,154 81 53 37 187 1466,39
5069,3633 2942 2245 681 1664 4483 96 417 6578 5887 685 421,156
5072,126 8 311 106 2712 370 69 1191,83
5073,548 1842 44 101 509 145 676,26
5075,93 41 1437 954 1721 231 82 132 29 5 468,57
5083,536 325 6255 731 1653 345 133 748 4409 253 511 184 407 1428 53 47 204 2308 4917 593,17
5085,137 2147 101 3432 43 705,139
5092,21 63 175 1843 86 8 1293 753 813 121 4 105 94 68 366 12 877 180 537 226 1680 255 171 3637,55
5096,179 26 1638 7238 68 1669 3 17,4
5099,488 7757 163 2965 4146 555 115 644 200,574
5101,13 70 210 371 677,202
5102,5823 446 29 41 86,263
5110,3 37 68 34 48 63,67
5115,1 427 4 161 31 149 230 223 21 146 308 3 20 131,48
5126,6 6 407 30 477 8,159
5129,243 11 259 142 1014 711 4273 1911 126 1418 1363 5791 2593,24
5132,54 1290 20 1047 2197 66 260 835,167
5134,7 114 10 238 2089,49
5136,1933 2780 141 7074 37 5820 3926,82
5138,275 1762 652 5449 165,236
5139,161 319 1119 3462 2867 346 7290 475 811,133
5142,28 1378 1 181 58,31
5147,1997 198 872 328 95 202 459 18 509 38 113 166 235 711 764 247 17,258
5150,9 27 13 10 7 410 121,46
5153,29 33 928 95 302 179 814 2 86 21 269,439
5154,19 1 16 138 305 21 11 5 38 18 18 34 397 59 386 1493 163 287 203,120
5156,178 54 389 44 254 639 535 2 70 1266 767,57
5160,405 20 178 5 702 64 143 296 611 1016,42
5169,792 71 71 12 1 16 319 2776,49
5172,4514 5332 6136 2164 5208 55,4
5174,2 457 37 473 74 616,75
5178,32 52 269 25 25 77 240 1021 1081 5499 2158 2397,159
5182,12 2471 4 1617 16 1068 300,20
5190,298 603 23 501 1824 222 30 759,80
5192,38 318 3681 2616 20,9
5193,38 245 541 2747 17 54,156
5194,126 1907 849 1143 237,24
5197,7 9 27 13 10 658,100
5199,5 18 18 5365 118 100 59 47 16,524
5200,2261 2688 644 36 262 359 7513,444
5204,23 124 45 18 18,219
5205,943 754 92 92 1791 100 913 2607 1194 32,69
5210,720 1415 7674 978 18 18 82 42,1
5211,930 5807 235 191 2523 96 2443 2936 2050 463 373,327
5213,259 2881 43 65 258 156,231
5214,346 184 5293 4807 730 3146,387
5217,241 1662 40 45 1187 5936 1609 2572 1531 1585 929 1211 100 1037 46 1070 1891 306 60 530 274 115 1913,30
5225,97 807 136 3 2051,65
5226,20 168 143 1969 339 831 499,22
5227,20 4601 6698 6525 5164,19
5238,16 1 81 409 100 717 4 449 3,11
5241,1161 1620 2876 28 5837,60
5243,2 51 881 42 537 1565 50,111
5248,173 11 2 1027 115 109 200 119 232 429 2340 3713 1373 1332 782,396
5250,7 9 13 10 11 353 5011 67,212
5251,21 1306 2251 704 72 5 215 55 97 1102 46 8 95 134 6261 694 206 198 105 116 51 65 1532 684,84
5258,2095 6575 2547 1492 6659 26 27 10 9,44
5262,325 2 142 102 213 204,89
5263,2 55 82 763 307,591
5265,16 1601 285 30 1 1418 281 664 1685,292
5267,17 3642 2424 3297 19 6438,154
5269,7 1109 702 458 28 3678 148,22
5270,168 1 1308 2 4131,123
5274,3 32 78 124 193 1926 206 2112 116 35 214 4584 1607 123 1180 722 689 201 931 2547 667 100 1133 3779 309 795 1355,43
5275,744 1487 161 281 226 15 323 1450 177 101 1002 811 385 2680 613 1468 2520,271
5276,1860 32 180 408 598 136 295 862 43 331 4389 435,6
5278,16 4507 968 3126 5 2297 333 5057 4 222 1 2737,116
5280,7 9 13 10 130 720 12,77
5282,1 19 176 16 5097 188 1371 4 50 3 12,72
5283,49 942 2679 12 11 110,110
5289,604 6882 43 28 1396 569,42
5291,1338 921 49 3 118 79 1058,236
5296,838 166 5079 28 1540 2275 444 2,125
5302,68 71 71 335 1363,85
5303,184 2370 779 1679 15 1416 1288 1537 103 935 442 390,76
5309,2022 576 1688 34 17 1601 1389 783,5
5311,205 51 18 18 45 121 749,61
5326,207 4478 2300 143 1684 151,82
5329,5 32 15 139 46 151 43,68
5331,37 24 971 51 33 217 20 116 1129 21 306 1956 1292 530 348 562 213 913,4
5334,63 22 4 1 36,3
5336,247 2171 205 1484 25 25 269,29
5339,230 1760 32 2082 59 396 78 461 631 274 120,330
5343,319 142 151 147 56 246,58
5344,418 29 623 47 330,42
5347,14 87 253 5925 640 332 417 1578 169 24 830 487 156 3269 505,70
5348,1805 2147 3063 12 62,31
5350,1 8 11 42 104 100 50 12 78 351 228 30 71 71,292
5356,550 1124 1981 86 167 134 8 281 369 118,61
5359,6021 5 477 152 74 75 22,247
5362,1183 84 430 1467 2646,121
5363,7 9 27 13 10 519 1 88 88 16 2707 142,212
5374,25 25 1779 15 3126 46 987 1143 2018 1758 8 592 201 432,182
5377,130 14 14 19 18,18
5380,125 8 1091 11 2577 42 4023 7172 1640 1540 3200 1358,818
5381,883 115 226 7622 164 803 205 3091 4615 252 909 62 1251 179 6 6 313,8
5390,57 6 6 284 17 421 381 297 2835 741 1059 156,172
5391,28 2075 1556 208 1721 1052 168,499
5397,1 26 3 2840 5235 1233 4501 137 12 97 58 15 2493 133,41
5401,22 119 34 8 471 112 3280 220 151 304 4059 637 384 33 422 104 96,83
5403,217 2 20 127 1778 111 458,24
5404,6451 6809 7315 3643 6430 156 5416,230
5409,103 1440 3359 4674 358 700 1611 438 7651,125
5415,112 1405 661 159 40 3760 6,6
5416,802 682 2786 3191 1490 124 595 1075 2982,136
5417,243 158 19 5 24,181
5421,718 188 1224 1377 4 478 1565 2 30 14,14
5422,138 30 108 61 48 996 89 458 118,4
5424,845 2696 977 95 57 206 1257 1242 888,106
5429,19 541 169 250 616,66
5430,7 9 27 13 10 6 6 236,376
5432,899 158 1755 23 3479 35 839 716 2161 258 392 124 868 219 1470 122 122 1217 2165 306 4712 934 6 6 563 5150 66,199
5433,7 9 27 13 10,79
5436,8 242 176 4477 723 382 350,113
5440,729 443 103 136 1536 2724 118 213 108 330,197
5442,1142 32 514 117 7738 2054 160 15 247 264 136 383 1847 2120 34 65 84 183 1208 255,24
5447,11 77 224 83 119 478 1358 1166,68
5449,7 9 10 53 331 102 82,113
5455,24 2202 1054 399 7658 237 139 91 36,53
5458,1466 260 2622 1730 427 547,57
5462,2869 4211 101 4888 171 283 3517,82
5463,7 9 13 10 3 4 308 104 15 11 86 1 145 2100 12 513 61,31
5467,2 4699 50 1060 6820 5836 721 46 1 518 88 1913,16
5468,50 58 1444 5182 41 1550 55 3645 1619 262,266
5472,3 1363 279 3053 2853 620,26
5476,7 9 10 119 508 11 919 59,120
5479,107 705 208 191 5 17 558,35
5490,7 9 27 13 10 77 458 3114 79 75 163 152,155
5492,168 85 588 603 313 158 99 220 265 209 48,161
5493,22 82 31 48 171 50,289
5494,11 42 1 1179 1346 892 497 3751 7554 2204 829 1345,325
5499,479 127 143 300 381,63
5502,3895 509 1063 220 446 37 2304 15 3387 127 230 68 51 1095 39 70 21 697 2019 2219 2256 147 17 344,34
5504,104 37 1562 113 2358 220 746 396 78 213 631 533 4 15 4718 267 2044 1207 3,324
5514,7 9 13 10 216 154 942 4 111 537 109 3161,59
5516,5259 95 1056 56 105 2093,98
5525,408 43 13 272 128 62 2594 639 201 49,3
5530,66 888 44 53 102 6 6 14 14 18 18,108
5533,1825 152 2663 993 1815 828 197 291 1289 252 312,104
5537,1490 5100 601 218 3906 4395 7600 6 6 14,14
5539,106 9 5 5401 135 667 369,123
5540,551 911 30 59 1054 167 210 42 239 58 36,15
5551,709 1477 182 214 57 35 345 602 1024 4951 87 1924 253 282 381 907 1209 695 506 202 375,159
5552,8 87 6 6 509 420 1306 156 159 6809 448,36
5556,77 81 1 4 21 300 396 120 455 3781 1642 2629 732 1942 1752,24
5559,37 17 35 990 264 172 15 602 87 4 84 8 226,66
5562,997 810 48 1633 88 88 1119 3 1 223 1469 176,292
5565,1 119 49 120 78,222
5570,692 4 1949 265 1454,2
5572,2 6 6 2847 205,135
5574,164 671 440 283 76 113 65 4224 353 456 1460 2010 83 794 932 672 288 57 6357 303 126 97 779,38
5576,5 158 466 21 33 1781 383 215,17
5579,55 821 101 21 8,181
5582,7 9 27 13 10 2695 63 146,86
5584,241 4 620 43 431 643,100
5585,83 14 14 1191 23 273 197 517 123,328
5586,621 37 41 22 391 232 151 216 20 78 55 396 533 4215 2459 304,36
5590,3590 19 426 54 2408 485 8,112
5592,124 74 34 215 6 6 33 473,73
5595,1 54 4 1303 39,11
5608,143 187 188 2778 36 298 2145,1071
5612,28 257 391 7547 151 115 120 537 3908 36 144 363 22,89
5615,79 33 58 61 433,32
5617,2 6403 508 4625 6367,19
5618,55 8 145 233 281 3 131,138
5624,12 4630 5338 1797 2975 549 120 213,252
5625,47 12 293 293 342 2103 444,292
5630,75 384 15 33 4188 249 70,5
5633,3 11 257 922 922 1751 7384 1759 4168 1398 104,20
5635,7 9 10 13 72 22 2800 546 1914 30 386 109 164 36 608,2
5637,1798 20 167 4366 215 37 2277,55
5638,7 9 13 10 37 1325 2378,401
5640,64 576 13 81 715 37 344,29
5642,36 11 86 2121 130 1 1534,229
5643,1 63 216 1872 21,24
5644,6256 5629 483 13 332 1632,79
5645,4321 2360 399 555 6721 222 58 119 283 2181 644 432 2554 1136 2285 5829 2 1398 115,50
5652,1 5 16 54 89 240 28 6 6 101 125 221 487 2018 3495 144,36
5655,2 727 142 6765 1417 18 292 2581 438 274 2330 30 416 1015 949 197 667 2969 3828 3496 902 32 1946 194,194
5662,914 742 128 1133 961 107 25,25
5666,4869 215 1156 149 950 966 2416 1614 97 398 80 287,4
5667,76 420 390 4588 898 2010 3170 1259 87 625 155 1386 2819 2656 3747,61
5670,550 174 69 679 3789 177 45 1302 56,180
5671,39 11 168 732 2 33 488,279
5676,7 9 13 10 283 22 1174 929 342 1089,78
5679,43 87 1216 651 30 6 6 1689 256,261
5680,521 82 58 22 1 587 133 42 20 1440 304 1840 1058 165 16 3 1574 289 355 355 12,151
5685,538 5 90 6102 24 2351 6,6
5688,85 340 825 1278 29 99 5552 305 1579 296 42 248 4880 3711 528 2347 111 186 1,187
5690,7 9 27 13 10,259
5693,2144 5908 2990 1798 1710 195 665 116 95 32 847 15 1175 34 4 72 750 237 142,21
5694,668 151 168 190 271 39 627 728 294,24
5695,207 5 67 121 877 1965 279 84 179 2602 371 2331 744,247
5698,7 9 13 10 2 60 728 11 130 363,79
5701,7 9 27 13 10 19,49
5708,193 90 1147 231 160 44 767,297
5710,14 14 8 2014 195 17 443 218,15
5711,2 1024 516 1427 345 87 187 5789 3633 356 55,142
5713,368 146 26 498 48 41 3 4618 24 12 131 447,63
5714,22 1 431 127 24 277 4 36 1422 763,106
5717,5547 95 37 335 68,15
5720,23 25 25 104 44 731 1639 163 878,99
5724,1054 309 766 692 5188 221 3888 87 999 958 1954 197 1141 240 15,40
5728,30 1 16 812 825 37 630 61 42 22 36 2 782 12,49
5730,3 471 1121 240 2484,2
5731,18 18 86 439 335 102 84 116 535 62 313 659,56
5735,301 8 474 137 2091,34
5739,457 31 190 422 143,7
5740,44 753 435 4736 1629 93,2
5741,702 12 340 3567 1972 691 1068 2631 2197 2607 4064 153 486 1718 738 230 14 64 6 6,136
5745,51 19 627 293 293 146 4175 50 11 252 48 610,12
5746,2457 249 86 192 23 24 151,19
5747,337 15 3852 41 3346,149
5753,85 1125 199 53 60,5
5754,1 99 66 3316 2108 826 231,32
5756,54 231 6 245 1198,90
5757,5 189 2 696 503 154 458,211
5758,1178 3020 265 4494 867,50
5760,5 2777 2003 92 92,19
5764,15 1857 404 206 117,104
5770,490 5 115 43 15 4 33 133 367 18,18
5772,42 62 85 241 119 4566 600,21
5777,321 1031 290 1272 116 182 1097 783 2960 1601 5674 23,264
5778,16 2 82 2119 3832 2261 62 1556 2075,60
5781,1 630 1711 36 111 645 1587 22 2 1617,135
5783,2473 759 321 317 3282 3317 600 1976 1458 1336 868 798 311 4814 163 597 377 25,25
5787,1125 270 182 216 4934 98,125
5788,2 205 1211 486 2019 837 163 111,1071
5792,745 220 112 15 3940 97,158
5793,20 241 2680 980 361 2258,24
5794,7 9 27 13 10 11,2
5798,7 9 13 10 144,69
5799,804 2 302 30 48 2191 16 987 46 589,339
5800,14 17 41 99 655,273
5804,5680 1341 22 21 2552,63
5810,7 9 10 27 13 11 557 788 12 2 1589 16,380
5811,2731 412 46 203 1566 389 128 4,3
5812,7 9 13 10 120,22
5813,1342 1249 67 3674 968 19 359,107
5815,1761 19 46 5 40 17 1840 98 209 104 86,23
5817,7 9 114 10 60 386 101 69 30 1211 440 1590 14 174 23 812 140 477 120 22 2721 865,44
5819,77 11 45 491 97 158 2 108 192 49,436
5823,38 371 5723 2491 956,78
5824,145 148 692 648 690 551 45 59,209
5825,60 1738 36 362 74 649 1371 1259 240,39
5826,188 1562 2432 851 2372 3727 391 3171,130
5827,2 3521 411 4 564 4214 140 2715 686 216 1651 67,82
5831,24 754 11 12 2637 1425,4
5832,326 93 11 569 21 179 362 229 1252 89 1612 555 922 922 1255 2025,173
5833,7 35 635 921 106 156 467 348 40 100 202 1364 2701 662 4990,260
5834,1125 499 296 93 208 24 1525,43
5836,114 270 36 221 161 3 79,4
5838,16 2 8 111 444 3077 2319 429,262
5841,54 95 386 104 60 48 61,256
5843,1 293 293 74 540,289
5848,223 12 1829 1757 610 2025 16 11 7817 5060 4144 232 2 226 7184 4457 110,110
5852,5 66 167 400 15 872,198
5856,487 628 198 145 35,169
5857,434 3714 54 17 253 945 2458 11 12 48 117 654 790 15 1880 2122 16 1,22
5860,2 28 11 3 1 361 544 512,21
5861,16 788 432 75 28 1521 163 968 99 920 2950 712 829 2119 1300 743 3,86
5862,67 281 4051 5 15 35,96
5864,2037 50 3198 21 1168 1037 4970 2793 1922 2767 1392 91 855 115 277 78 1269 16 11 2 1828 1159,12
5866,1 376 6289 6871 102 611 379 6801 8 17,204
5868,2 32 710 380 301 30 5 182 45 386,22
5870,741 656 695 2034 3397 999 1464 2144,170
5872,333 539 422 150 3440 5087 138 1701,66
5873,37 183 17 8 64 96,314
5877,583 4 147 179 91 21 71,71
5879,1 2707 2262 37 344,97
5883,691 1616 93 1190 391 580 1221 3517 109 1109,499
5885,5 63 86 51 39 380,228
5894,5 326 15 437 470,31
5895,3270 213 6004 4629 2,33
5908,12 1 1972 42 2500 2 163 4,519
5913,241 37 4 101 718 133 462 1299 3357 137 374,66
5914,51 929 730 591 59 1182 126,49
5916,176 3 21 4 1818 600 15 300 7 2624 133 671 279 2382 285 1391 1996 40,209
5919,161 1336 243 5 75 813,101
5924,267 1236 280 399 15 2626 63 821,74
5929,2328 32 977 202 4682 1486 562 4653 179,40
5932,118 341 384 28 210 86 4617 569 63 1290 6181 92 92 2734 335,48
5936,2 19 631 510 390 119 198 6442 3244 5720 395 1585 252 147,40
5940,5 29 289 133 52,298
5944,42 2897 4233 3905 367,15
5947,3455 51 510 589 3041 83 80 5757 1643 3250 1 98 3,129
5948,320 1 39 1595 1227 153 831 11 48 81,64
5953,12 19 526 545 2901 21 649,75
5954,2 145 46 3 377,4
5956,1 39 2 171 16,12
5961,2 44 29 31 5,379
5962,58 299 32 4640 2539 1498 891 1688 5804 641 990 315 3953 158,5
5969,4 332 3180 337 3671,57
5970,6796 210 4 1222 11 6478 4639 1636 1889 5348 6703,72
5971,93 283 2554 89 714 40 2 320 719 134 26 179 71 71,153
5972,4 1022 46 3 119 2587 512 3619 100 530,395
5975,576 384 5 187 15 55 66 8,145
5977,411 205 31 39 22,42
5980,3646 198 975 35 701,33
5987,1069 190 37 51 218 43 185 137 3485 256 87 575 95 17 990,682
6005,5 3677 4 33 3 15 268 38,34
6006,19 344 2142 24 1042 75 1266 106 238 3817 82,108
6011,29 687 470 2402 942 17 4262 1819 3251,103
6014,666 11 12 4 2 146,3
6015,192 593 567 61 3092 2509 1830 76 3778 147,327
6018,30 599 2 418 11 81 425 144,118
6021,8 2867 3584 900 2190 134 183 30 453 5643 1384 46 4 360 2602 5898 424 265 176 635 95 15,23
6032,5 2870 37 232 154 313 32 504 2715 737 89 469,108
6034,493 64 16 329 210,205
6035,9 10 7 27 49 108 502,211
6036,1 11 325 4558 693 4,26
6037,8 1 24 200 273 127 397 974,320
6046,1 3871 24 640 83 103 878 461 553 49 2369 1121,298
6048,6515 7623 212 47 649 144 53 376,80
6049,1 138 28 202 288 3322 1772 360 2800 473 431 159 256 1092 1815 658 172,292
6050,7264 4642 99 7220 68 1396 3560 122 122,62
6054,36 14 14 2 6 6 581 1008 561 18 18 686 3636 23 4503 35 241 91 30 4 58 46 286 194 194 52 50 263 1525,200
6056,103 145 14 138 119,1
6062,7 9 13 10 211,8
6063,476 951 43 45 7207 828 816,123
6073,738 1 153 16 12 89 354 849 20 58 43 5,39
6076,91 2841 457 154 11 619 2095 26 96 808 1493 3,15
6095,5 643 532 1038 946 83,24
6096,496 3170 4531 4615 1703 4819 3967,21
6097,21 86 116 98 193 18 18 820 19 46 57 6,6
6099,5 547 307 8 907 1618 2 499,30
6102,2 44 37 16 220,4
6107,101 82 879 5455 1540 179 265,134
6108,1303 5159 21 28 37 1 53 1964 44 3302 5,85
6109,159 136 182 1561 46 6 6 2476 6651 713 2547 73 157 4 4576 3084 1211 472 2172,5
6112,7 9 13 10 11,3
6116,1092 1223 575 261 73 206 34 145 285,151
6123,43 17 127 2533 4371 739 421,201
6124,242 1085 1284 1852 5484 3970,1
6126,32 264 242 23 1064 6258 5602 6 6 14 14 885,145
6127,1049 38 72 1989 32 208 1562 3064,376
6129,1 22 20 2057 2678 2401 555 858 324 513,171
6134,1 4 12 3 3845 48 26 19 84 21 2918,11
6136,173 20 294 11 24 16,1
6137,5713 94 1391 2540 2680 5190 5890 6301 220 255 1639 1401,21
6141,208 4 31 145 831 6525,1
6142,7049 7661 1842 64 85 4028 31 1090 1395 55,129
6143,93 427 41 20 112 3,16
6151,8 190 43 6 6,124
6153,95 193 8 139 981 4855 55,23
6154,54 82 103 80 334 1643 273 1216 651 261 4902 2951 3833 2665 1958 1878 1000 1120 1437 2697 87,19
6157,5230 240 4100 1988 699 1262 3561 158 978 3807 7481 134 349 3975 710 4817 529 2026 1848,311
6158,2441 1413 5725 1068 283 1321 732 3026 1378 2585 153 6918 738 226,5
6161,6039 889 1488 52 182 274 6714 76 321 189 2002 3239 5 33 98 37 2141 316 78 1689,34
6163,123 470 98 625 563 1516 201 820 2543 4787 774 1481 4334 1983 1611 743 1782 1024 1062 828 609 527 2205 43 272 275,219
6164,7 9 27 13 10 95 1389 51,259
6168,332 2029 67 192 110 110,212
6175,4631 83 883 3333 145 5311,82
6177,621 2 1 82 26 1538 474 33 1794,48
6178,300 3 1 81 2,292
6179,40 868 348 6 6 51 1637 14 30 104 1189 1148,3
6182,2 32 612 139 4 46 48 247 474,177
6187,47 992 35 254 87 2 1537 839 3656 70 23 450,236
6190,93 8 57 340 77 446 95,202
6191,2 11 1 62 173,20
6198,12 3 4 79 78 104 71 71,146
6200,24 179 161 651 2092 18 18 413 3176 195 3432 2929 32 1005 137 1311 95 62 4547 73 295 420 2731 1432 1352 26,486
6202,158 43 1659 139 8 110,110
6204,5 37 951 372 344 971 1357 1962 2881 682 3527,90
6206,17 402 315 65 66,15
6207,190 312 1535 68 1491,21
6216,430 3 22 3976 3948 280 142 1447 427 1290,365
6219,3416 277 67 301 1392 100 2700 1784 553 1167 138 6 6,16
6221,360 139 581 30 925 272 79 895 501 2490 1417 192,267
6229,218 5 3729 75 160 231,35
6232,178 3267 4 168 5,28
6235,146 5311 82 26 1,292
6236,155 30 301 461 78 127 664 2812,416
6237,3875 1984 544 737 324,464
6238,4640 64 5004 5214 4943 35,180
6239,997 50 68 46 41,4
6245,2 5106 188 88 88,130
6246,983 926 32 921 17 218 278 64 6 6,184
6247,409 90 117 687 18 18 1656 696 33,77
6248,196 540 93 261 3213 1073 348 816 686 4005 100,36
6253,16 243 458 1 11 101 56 525 532,26
6254,178 141 305 24 44 181,220
6255,104 1427 333 2683 1527 2908,311
6257,39 238 69 71 71,500
6259,1447 118 711 5382 2574 160 1314 607 4 165 128 438 562 2417,533
6264,82 22 332 9 7,63
6267,63 2859 171 12 36 1026,5
6269,37 250 628 333 84 239 1036 612 14 14 2152 49,192
6273,19 5 702 1162 132,9
6282,124 133 177 509 7018 536 3 5,37
6284,173 153 69 287 323 314 93 145 54 20 4918,111
6287,12 74 33 1349 1 105,137
6288,598 6 234 68 2140 1234 908 151 134 731 719 84 1931 51,78
6291,3107 161 495 20 584 51 853,155
6293,7 9 13 10 30,316
6295,190 1110 3883 6211 2895,5
6298,5239 15 1079 31 189 6823 12 16 162 1345 1055 848 562 359 2006,33
6299,728 351 1736 152 1746 307 146 42 302 391 11 624 6946 368 12 622,50
6301,3622 963 143 237 6,6
6302,223 2229 622 1233 40 89 303,42
6304,50 293 293 867 434 3151 257 88,88
6305,137 1081 903 8 218 4241 1772 2533 616 431 5637 234 1009,64
6306,354 628 107 66 482 387 1478 327 288 1275 76 89 779 1804 184 934 122 122 22 6 6,98
6310,14 205 225 2910 279 72 3313 267 75,21
6311,45 68 18 18 193 104 5659,38
6313,846 215 443 723 6 6,17
6317,36 645 1916 6350 94 4 2199 3440 1749 3914,16
6320,2075 148 62 139 43,158
6321,4151 319 385 20 277 1187 354 5 944 2006 1724 14 14 290 23,43
6325,1366 7417 1164 117 245 2625,204
6326,635 5 127 582 155 2,130
6330,349 98 665 1992 1480,30
6334,146 48 50 1 368 16 38 91 4 28,263
6335,359 37 698 687 465 74,43
6342,104 342 30 2981 321,330
6343,16 1 22 2 62,31
6346,7811 60 4 15 48 923 394 115 119 121 5 191 25 25 525 34,35
6348,41 381 811 207 17 3597 94 73 1907 234 13,9
6355,132 91 1369 379 62 50 542 101 42,22
6356,7 9 27 10 1,464
6362,203 26 58 973 394 128 164 56 1302 1037 6922 7119 2524 1586 99 76 175 6457 7589 229 472 92 4990 4,210
6363,59 80 1142 1369 816 1066 135,30
6367,147 725 341 79 1 1172 21,73
6370,1386 995 98 178 154 593,53
6372,39 1233 47 205 1833 781 4 162,19
6378,38 15 593 65 1668,96
6380,19 20 81 41 58 4081,54
6384,29 103 470 7667 2048 47 3442 6 6 64 14 14,237
